City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,bardai,11.65,7.2333,27.33,62,100,5.12,NG,1689791518
362,corte,42.25,9.25,34.22,41,0,3.33,FR,1689791537
363,salekhard,66.53,66.6019,18.64,81,100,1.43,RU,1689791538
364,freetown,8.484,-13.2299,26.84,83,75,4.12,SL,1689791538
365,sitka,57.0531,-135.33,13.94,77,75,0.0,US,1689791079
366,sungai penuh,-2.0833,101.3833,17.84,99,100,0.47,ID,1689791159
367,carutapera,-1.195,-46.02,28.6,71,47,3.91,BR,1689791182
368,nova sintra,14.8667,-24.7167,22.74,83,77,4.06,CV,1689791268
369,boende,-0.2167,20.8667,26.89,59,88,1.25,CD,1689791541
370,geraldton,-28.7667,114.6,10.23,81,100,2.57,AU,1689791204
371,port blair,11.6667,92.75,28.02,83,40,3.6,IN,1689791236
372,bengkulu,-3.8004,102.2655,23.84,93,97,1.73,ID,1689791333
373,lompoc,34.6391,-120.4579,30.99,85,75,3.09,US,1689791123
374,leh,34.1667,77.5833,14.75,81,100,0.84,IN,1689791544
375,ad dawadimi,24.5077,44.3924,34.64,10,80,2.57,SA,1689791544
376,gandai,21.6667,81.1,27.77,77,33,1.13,IN,1689791544
377,trabzon,40.9167,39.8333,20.05,73,40,1.03,TR,1689791545
378,phrai bueng,14.7483,104.3626,24.06,97,100,2.76,TH,1689791545
379,oranjemund,-28.55,16.4333,11.83,75,6,11.97,NA,1689791546
380,whakatane,-37.9585,176.9854,8.76,84,100,1.72,NZ,1689791547
381,diebougou,10.9667,-3.25,28.49,60,97,2.01,BF,1689791547
382,mbeni,-11.5014,43.3775,23.28,69,20,1.54,KM,1689791548
383,ta`u,-14.2336,-169.5144,26.55,77,90,11.61,AS,1689791143
384,doma,8.3833,8.35,26.56,82,50,2.07,NG,1689791549
385,coronel suarez,-37.4547,-61.9334,9.65,50,100,7.61,AR,1689791549
386,kerikeri,-35.2268,173.9474,12.66,88,80,4.86,NZ,1689791179
387,sona,45.4388,10.8255,31.69,55,75,2.57,IT,1689791550
388,westport,41.1415,-73.3579,27.26,69,40,4.63,US,1689791328
389,aginskoye,51.1,114.53,13.27,67,0,2.09,RU,1689791242
390,cururupu,-1.8283,-44.8683,28.73,66,66,1.12,BR,1689791552
391,mangrol,21.1167,70.1167,27.78,86,100,6.37,IN,1689791552
392,valley city,46.9233,-98.0032,23.29,60,75,6.69,US,1689791553
393,cockburn town,21.4612,-71.1419,28.84,81,8,10.25,TC,1689791553
394,ishigaki,24.3448,124.1572,26.07,94,20,2.57,JP,1689791554
395,hotan,37.0997,79.9269,32.44,12,20,6.03,CN,1689791187
396,dumas,35.8656,-101.9732,30.9,61,0,4.12,US,1689791554
397,harper,4.375,-7.7169,25.14,87,99,5.05,LR,1689791183
398,labuan,5.2767,115.2417,26.2,89,20,1.03,MY,1689791555
399,contamana,-7.3333,-75.0167,32.43,47,35,1.86,PE,1689791556
400,klaksvik,62.2266,-6.589,7.51,84,99,10.82,FO,1689791039
401,san fernando de monte cristi,19.8667,-71.65,32.38,61,96,10.75,DO,1689791557
402,garissa,-0.4536,39.6401,26.01,58,92,10.34,KE,1689791158
403,montepuez,-13.1256,38.9997,20.68,71,70,3.47,MZ,1689791558
404,lamar,33.6668,-95.5836,36.47,62,0,4.63,US,1689791059
405,pauini,-7.7136,-66.9764,35.77,32,54,2.0,BR,1689791559
406,el colorado,-26.3081,-59.3729,18.77,35,3,1.37,AR,1689791559
407,kol'tsovo,54.9376,83.1825,21.66,65,0,3.42,RU,1689791559
408,yichang,30.7144,111.2847,25.46,81,100,1.33,CN,1689791560
409,sao vicente,-23.9631,-46.3919,22.1,94,100,3.6,BR,1689791560
410,mezhdurechenskiy,59.6,65.9333,16.87,95,100,3.59,RU,1689791561
411,ostersund,63.1792,14.6357,15.25,33,75,4.12,SE,1689791561
412,barra,-11.0894,-43.1417,30.84,28,1,3.45,BR,1689791562
413,sandnessjoen,66.0217,12.6316,18.29,67,0,5.14,NO,1689791024
414,cill airne,52.05,-9.5167,15.26,69,53,4.06,IE,1689791040
415,badiyah,22.45,58.8,32.76,45,94,2.65,OM,1689791563
416,anatuya,-28.4606,-62.8347,18.64,27,4,4.78,AR,1689791563
417,maxixe,-23.8597,35.3472,19.05,82,0,1.78,MZ,1689791564
418,fort bragg,35.139,-79.006,34.39,57,20,5.14,US,1689791187
419,burela de cabo,43.65,-7.4,18.98,74,35,3.08,ES,1689791564
420,arkhara,49.4212,130.0842,18.62,85,4,1.85,RU,1689791110
421,tarrafal de sao nicolau,16.5667,-24.3667,25.3,82,94,4.07,CV,1689791565
422,berdigestyakh,62.0989,126.6992,12.51,72,100,1.68,RU,1689791566
423,sinabang,2.4803,96.3801,24.94,91,100,3.71,ID,1689791173
424,greenwood,34.1668,-82.1165,30.2,61,0,4.12,US,1689791544
425,lichinga,-13.3128,35.2406,17.05,72,75,2.06,MZ,1689791217
426,taro,-8.3862,115.28,21.0,81,65,2.23,ID,1689791567
427,mbandaka,0.0487,18.2603,24.96,68,87,0.96,CD,1689791568
428,dien bien phu,21.3833,103.0167,22.16,100,100,0.95,VN,1689791568
429,wuwei,37.9281,102.6414,19.98,52,88,2.29,CN,1689791568
430,brownwood,31.7093,-98.9912,41.0,22,0,6.17,US,1689791323
431,reggane,26.7158,0.1714,40.31,6,0,6.56,DZ,1689791508
432,lockwood,45.8191,-108.4149,26.9,32,0,6.69,US,1689791570
433,faulquemont,49.0471,6.6031,23.73,38,100,5.3,FR,1689791570
434,berlin,52.5244,13.4105,22.26,59,0,5.14,DE,1689791571
435,trebisov,48.6286,21.7195,20.11,93,56,2.0,SK,1689791571
436,lucheng,31.2336,117.2806,25.34,93,100,2.45,CN,1689791571
437,cuito,-12.3833,16.9333,14.85,39,0,0.92,AO,1689791572
438,vernon,50.2581,-119.2691,28.12,29,62,1.54,CA,1689791112
439,mendi,-6.1761,143.6513,11.83,94,99,0.82,PG,1689791573
440,sur,22.5667,59.5289,33.17,53,56,4.82,OM,1689791247
441,al muwayh,22.4333,41.7583,32.98,14,48,8.88,SA,1689791577
442,murphysboro,37.7645,-89.3351,26.03,83,75,1.54,US,1689791577
443,new plymouth,-39.0667,174.0833,12.12,92,100,5.17,NZ,1689791578
444,salinopolis,-0.6136,-47.3561,26.64,83,45,3.83,BR,1689791578
445,kegeyli shahar,42.7767,59.6078,26.05,35,0,0.97,UZ,1689791578
446,al ghayzah,16.2079,52.176,25.94,87,30,4.73,YE,1689791579
447,tralee,52.2704,-9.7026,14.95,71,28,3.82,IE,1689790998
448,ixtapa,20.7,-105.2,32.9,66,20,3.6,MX,1689791081
449,tyre,33.2733,35.1939,27.34,75,0,0.44,LB,1689791580
450,portachuelo,-17.35,-63.4,23.78,39,53,0.68,BO,1689791580
451,vikarabad,17.3333,77.9,21.3,94,100,9.29,IN,1689791581
452,zhezqazghan,47.7833,67.7667,25.36,35,50,4.0,KZ,1689791231
453,andrushivka,50.0229,29.0202,16.99,61,33,1.45,UA,1689791582
454,puerto deseado,-47.7503,-65.8938,7.9,49,42,4.83,AR,1689791489
455,hadibu,12.65,54.0333,25.42,79,47,8.4,YE,1689791066
456,lauterbach,50.6333,9.4,22.49,79,100,3.05,DE,1689791583
457,ust'-kut,56.7938,105.7672,13.08,69,23,1.18,RU,1689791540
458,priargunsk,50.3691,119.1012,14.11,70,0,2.04,RU,1689791584
459,nishinoomote,30.7333,131.0,27.33,85,100,7.04,JP,1689791585
460,newman,37.3138,-121.0208,31.24,17,3,0.93,US,1689791208
461,bridgetown,13.1,-59.6167,30.27,84,40,6.69,BB,1689791385
462,porto murtinho,-21.6989,-57.8825,26.68,33,0,0.79,BR,1689791586
463,lerwick,60.1545,-1.1494,11.0,85,100,9.76,GB,1689791043
464,rupert,42.6191,-113.6772,30.1,26,0,1.54,US,1689791587
465,ghadamis,30.1337,9.5007,38.07,10,0,8.53,LY,1689791587
466,senador jose porfirio,-2.5908,-51.9542,32.95,42,27,0.7,BR,1689791588
467,yangquan,37.8575,113.5633,21.91,48,36,1.48,CN,1689791588
468,mount gambier,-37.8333,140.7667,10.03,56,100,7.62,AU,1689791078
469,takab,36.4009,47.1133,21.54,42,22,2.41,IR,1689791589
470,praia da vitoria,38.7333,-27.0667,27.14,65,20,1.69,PT,1689791142
471,namtsy,62.7161,129.6658,14.89,60,100,1.66,RU,1689791176
472,terrace,54.5163,-128.6035,21.79,68,75,1.54,CA,1689791590
473,mandalgovi,45.7625,106.2708,14.44,85,100,5.2,MN,1689791591
474,genhe,50.7833,121.5167,12.78,96,0,1.5,CN,1689791592
475,thunder bay,48.4001,-89.3168,16.99,72,100,2.57,CA,1689791592
476,kone,-21.0595,164.8658,20.16,90,86,3.18,NC,1689791062
477,palora,-1.7,-77.9333,25.06,42,54,2.03,EC,1689791593
478,hassi messaoud,31.6804,6.0729,43.92,10,0,3.09,DZ,1689791593
479,paramonga,-10.6667,-77.8333,22.24,69,4,4.24,PE,1689791594
480,roja,57.5,22.8167,14.48,76,91,5.1,LV,1689791595
481,merlo,-32.3429,-65.014,13.02,45,100,7.61,AR,1689791479
482,antalaha,-14.9003,50.2788,22.52,77,95,3.58,MG,1689791595
483,omdurman,15.6445,32.4777,37.09,24,10,3.98,SD,1689791596
484,concepcion del bermejo,-26.5993,-60.9462,19.11,25,99,2.57,AR,1689791597
485,colimes,-1.55,-80.0167,30.54,64,77,1.16,EC,1689791597
486,ogulin,45.2661,15.2286,24.05,67,74,1.88,HR,1689791598
487,takoradi,4.8845,-1.7554,24.88,90,77,4.45,GH,1689791598
488,swakopmund,-22.6833,14.5333,14.47,83,0,3.88,NA,1689791426
489,kendari,-3.945,122.4989,22.75,91,5,1.3,ID,1689791600
490,ziro,27.6333,93.8333,15.81,94,16,0.92,IN,1689791601
491,campoverde,-8.4753,-74.8058,26.83,52,90,2.48,PE,1689791601
492,isla mujeres,21.2311,-86.731,33.03,68,12,4.5,MX,1689791413
493,nago,26.5881,127.9761,27.47,82,95,2.55,JP,1689791602
494,haiku-pauwela,20.9219,-156.3051,25.28,94,100,10.29,US,1689791603
495,kisangani,0.5167,25.2,24.95,73,100,1.06,CD,1689791603
496,cartagena,10.3997,-75.5144,32.79,66,20,8.23,CO,1689791401
497,piti village,13.4626,144.6933,28.49,83,0,3.6,GU,1689791604
498,inhambane,-23.865,35.3833,19.76,81,0,2.09,MZ,1689791605
499,aver-o-mar,41.4078,-8.7812,28.51,78,0,4.63,PT,1689791605
500,oban,56.4127,-5.4706,17.43,74,9,4.15,GB,1689791606
501,san pedro,14.35,121.0167,26.86,96,40,0.89,PH,1689791499
502,valandovo,41.3169,22.5611,27.32,43,0,0.57,MK,1689791607
503,huarmey,-10.0681,-78.1522,23.42,66,32,4.36,PE,1689791607
504,concepcion,-36.827,-73.0498,11.89,100,100,5.14,CL,1689791343
505,san mateo del mar,16.2,-95.0,32.13,57,6,13.45,MX,1689791608
506,osakarovka,50.565,72.5692,20.58,46,70,0.16,KZ,1689791608
507,quepos,9.4236,-84.1652,30.33,71,10,2.39,CR,1689791609
508,al ain city,24.1917,55.7606,35.79,49,100,4.12,AE,1689791554
509,char bhadrasan,23.3167,90.2167,27.6,89,15,3.89,BD,1689791610
510,stara tura,48.7772,17.6943,26.2,47,0,2.57,SK,1689791610
511,lesozavodsk,45.4794,133.4244,18.06,94,5,1.32,RU,1689791611
512,basco,20.4487,121.9702,28.67,76,52,4.56,PH,1689791611
513,mramani,-12.3464,44.5286,24.08,75,50,2.48,KM,1689791612
514,torit,4.4133,32.5678,24.61,65,98,1.7,SS,1689791612
515,san julian,21.0167,-102.1667,26.94,30,90,2.65,MX,1689791613
516,zagora,30.3484,-5.8365,38.55,7,1,6.14,MA,1689791613
517,ketchikan,55.3422,-131.6461,15.26,94,100,3.09,US,1689791613
518,vikhorevka,56.1201,101.1636,14.77,66,20,1.18,RU,1689791614
519,kilju,40.9642,129.3278,20.95,79,9,1.19,KP,1689791163
520,codajas,-3.8367,-62.0569,36.48,29,74,2.47,BR,1689791615
521,north las vegas,36.1989,-115.1175,41.47,20,0,3.09,US,1689791615
522,kudahuvadhoo,2.6708,72.8944,28.36,73,21,4.07,MV,1689791279
523,maun,-19.9833,23.4167,14.98,36,0,1.03,BW,1689791616
524,postbauer-heng,49.3053,11.3572,23.84,59,62,2.6,DE,1689791616
525,illizi,26.4833,8.4667,37.89,14,0,4.39,DZ,1689791617
526,dunedin,-45.8742,170.5036,6.16,90,100,3.46,NZ,1689791064
527,saint-pierre,-21.3393,55.4781,19.82,83,0,3.6,RE,1689791617
528,santana,-0.0583,-51.1817,33.1,62,40,4.12,BR,1689791602
529,khandyga,62.6667,135.6,13.22,91,100,1.01,RU,1689791618
530,malmberget,67.1753,20.6549,12.31,76,40,4.63,SE,1689791619
531,galliano,29.4422,-90.2992,36.67,52,0,2.57,US,1689791619
532,popondetta,-8.7537,148.2534,21.7,88,100,1.19,PG,1689791620
533,ocean shores,46.9737,-124.1563,21.64,86,0,4.12,US,1689791620
534,fisterra,42.9049,-9.2629,23.75,82,8,8.91,ES,1689791621
535,nianzishan,47.5167,122.8833,19.18,82,20,2.49,CN,1689791622
536,fuglafjordur,62.244,-6.814,7.26,86,100,9.59,FO,1689791622
537,okha,53.5739,142.9478,13.23,96,68,2.42,RU,1689791533
538,relizane,35.7373,0.556,35.69,23,6,1.41,DZ,1689791623
539,gargalianoi,37.0667,21.6333,27.34,54,0,2.28,GR,1689791623
540,lodja,-3.4833,23.4333,28.9,30,84,0.75,CD,1689791624
541,broken hill,-31.95,141.4333,8.66,54,17,5.9,AU,1689791084
542,walvis bay,-22.9575,14.5053,14.53,77,0,2.57,NA,1689791625
543,streator,41.1209,-88.8354,27.45,50,95,0.45,US,1689791625
544,miandrivazo,-19.5167,45.4667,25.17,50,100,0.96,MG,1689791625
545,xining,36.6167,101.7667,11.41,90,72,1.86,CN,1689791259
546,foca,38.6703,26.7566,32.91,58,0,6.27,TR,1689791626
547,tanabe,33.7333,135.3667,24.43,95,99,1.87,JP,1689791627
548,marmande,44.5,0.1667,26.17,53,0,4.92,FR,1689791627
549,tangalle,6.024,80.7911,27.09,88,52,5.23,LK,1689791250
550,yallahs,17.8748,-76.5624,34.9,70,100,6.94,JM,1689791628
551,kiunga,-6.1219,141.2906,21.38,98,98,1.21,PG,1689791544
552,jiuquan,39.7432,98.5174,21.79,44,35,4.97,CN,1689791629
553,amberieu-en-bugey,45.9589,5.3432,27.99,57,2,2.55,FR,1689791629
554,maych'ew,12.7875,39.5422,18.16,65,83,2.39,ET,1689791630
555,sesheke,-17.4759,24.2968,15.35,32,0,1.61,ZM,1689791630
556,ad dilam,23.9915,47.1627,39.23,9,96,2.62,SA,1689791631
557,kamina,-8.7386,24.9906,19.08,34,19,0.89,CD,1689791631
558,svetlyy,54.675,20.1347,17.03,77,93,3.73,RU,1689791632
559,spring creek,40.7266,-115.5859,29.05,31,100,3.1,US,1689791632
560,benguela,-12.5763,13.4055,19.76,85,51,2.39,AO,1689791633
561,benjamin hill,30.1667,-111.1,36.28,30,0,0.85,MX,1689791634
562,albina,5.5,-54.05,31.01,59,44,3.09,SR,1689791634
563,cuajinicuilapa,16.4667,-98.4167,35.06,47,8,2.48,MX,1689791635
564,challapata,-18.9,-66.7667,13.44,15,0,3.13,BO,1689791635
565,manokwari,-0.8667,134.0833,25.32,82,69,1.47,ID,1689791164
566,nola,40.922,14.5329,31.63,71,18,1.61,IT,1689791636
567,kannur,11.8675,75.3576,26.3,87,100,5.47,IN,1689791637
568,cimahi,-6.8722,107.5425,17.12,67,10,2.43,ID,1689791637
